Date,dayOfMonth,dayOfWeek,monthOfYear,month,year,weatherScore,tempMin,tempMax,feelsLikeMin,feelsLikeMax,currentHoliday,googleTrends,totalSales
14-06-2018,14,5,6,Jun,2018,1.2,21.43,27.5,24.11,30.26,0,0,176440
15-06-2018,15,6,6,Jun,2018,2.1,20.88,30.28,23.98,31.62,0,44,188806
16-06-2018,16,7,6,Jun,2018,0,21.34,30.12,23.73,32.38,1,49,313059.5
17-06-2018,17,1,6,Jun,2018,0,21.1,28.76,23.63,30.57,0,52,309423.5
18-06-2018,18,2,6,Jun,2018,0,21.06,29.05,22.37,31.8,0,0,198820
19-06-2018,19,3,6,Jun,2018,0,21.73,28.53,22.48,28.2,0,0,167047
20-06-2018,20,4,6,Jun,2018,0,21.67,27.68,23.09,28.25,0,0,163202.5
21-06-2018,21,5,6,Jun,2018,1.8,20.95,27.96,22.56,29.69,0,0,158714
22-06-2018,22,6,6,Jun,2018,1.8,21.25,26.92,22.31,27.73,0,0,193509
23-06-2018,23,7,6,Jun,2018,5.3,21,27.86,23.34,29.29,0,0,227948
24-06-2018,24,1,6,Jun,2018,0,21.05,28.29,22.72,29.98,0,0,288314.5
25-06-2018,25,2,6,Jun,2018,0,20.94,27.78,22.54,31.18,0,0,177625
26-06-2018,26,3,6,Jun,2018,0,20.93,27.67,21.22,27.77,0,0,162979
27-06-2018,27,4,6,Jun,2018,1.8,21.14,26.92,20.71,27.86,0,0,163510
28-06-2018,28,5,6,Jun,2018,1.8,20.94,25.47,22.03,29.3,0,0,191983
29-06-2018,29,6,6,Jun,2018,0,20.62,28.11,21.71,28.84,0,0,187157.5
30-06-2018,30,7,6,Jun,2018,0,21.16,28.52,22.88,30.52,0,0,269328
01-07-2018,1,1,7,Jul,2018,0,21.81,27.56,23.29,29.12,0,100,322480.5
02-07-2018,2,2,7,Jul,2018,2.4,20.97,29.17,22.44,30.05,0,0,170172.5
03-07-2018,3,3,7,Jul,2018,0,21.3,28.43,23.02,29.49,0,0,169924
04-07-2018,4,4,7,Jul,2018,0,20.9,28.11,22.26,27.64,0,0,146345
05-07-2018,5,5,7,Jul,2018,0,21.09,29.52,21.35,29.95,0,0,172517
06-07-2018,6,6,7,Jul,2018,2.55,21.23,25.5,22.57,28.06,0,0,186130.5
07-07-2018,7,7,7,Jul,2018,1.8,21.28,26.25,22.95,26.67,0,46,280655.5
08-07-2018,8,1,7,Jul,2018,1.8,21.36,26.67,22.96,28.79,0,0,287247.5
09-07-2018,9,2,7,Jul,2018,3.6,21.14,27.19,23.69,29.67,0,42,169442.5
10-07-2018,10,3,7,Jul,2018,6,21.12,26.2,22.5,28.2,0,0,159961.5
11-07-2018,11,4,7,Jul,2018,5.7,20.77,26.17,22.84,27.98,0,0,148108
12-07-2018,12,5,7,Jul,2018,0,21.02,26.67,22.31,27.4,0,0,163407
13-07-2018,13,6,7,Jul,2018,3.7,20.98,25.77,20.58,27.94,0,0,198805.5
14-07-2018,14,7,7,Jul,2018,4.5,21.88,27.02,22.03,28.77,0,46,292109.5
15-07-2018,15,1,7,Jul,2018,0,21.78,27.45,21.84,28.26,0,50,294761.5
16-07-2018,16,2,7,Jul,2018,2.4,20.9,26.36,20,26.7,0,0,173380.5
17-07-2018,17,3,7,Jul,2018,0,20.5,26.41,21.22,27.32,0,0,142651
18-07-2018,18,4,7,Jul,2018,0,21.9,28.56,22.47,28.66,0,0,154907
19-07-2018,19,5,7,Jul,2018,2.1,21.01,27.05,22.31,25.16,0,0,172746.5
20-07-2018,20,6,7,Jul,2018,1.8,21.58,26.56,21.39,26.69,0,0,190155
21-07-2018,21,7,7,Jul,2018,2.4,21.14,26.26,18.27,28.06,0,0,291239
22-07-2018,22,1,7,Jul,2018,1.8,21.21,27.86,22.25,27.77,0,0,334422
23-07-2018,23,2,7,Jul,2018,5.4,21.17,27.14,24,27.83,0,0,145397.5
24-07-2018,24,3,7,Jul,2018,2.1,21.02,27.41,22.9,30.05,0,0,162917
25-07-2018,25,4,7,Jul,2018,1.8,21.22,27.28,23.47,28.74,0,0,177284
26-07-2018,26,5,7,Jul,2018,0,21.26,26.97,22.74,29.39,0,0,162798.5
27-07-2018,27,6,7,Jul,2018,0,21.09,26.74,22.95,26.82,0,0,157859
28-07-2018,28,7,7,Jul,2018,3.6,21.74,27.19,23.1,29.78,0,0,282638.5
29-07-2018,29,1,7,Jul,2018,2.4,21.25,27.89,23.68,30.7,0,47,287512.5
30-07-2018,30,2,7,Jul,2018,2.4,21.16,27.9,22.96,29.72,0,0,176028.5
31-07-2018,31,3,7,Jul,2018,0,20.34,27.12,20.68,30.04,0,39,149712
01-08-2018,1,4,8,Aug,2018,1.8,20.25,27.15,22.13,27.73,0,0,140811.5
02-08-2018,2,5,8,Aug,2018,0,20.99,28.56,22.65,29.09,0,0,177798.5
03-08-2018,3,6,8,Aug,2018,0,20.04,27.91,20.89,28.74,0,0,190907
04-08-2018,4,7,8,Aug,2018,1.8,20.85,27.78,23.18,29.1,0,43,298145
05-08-2018,5,1,8,Aug,2018,0,21.05,27.82,22.61,28.14,0,0,322704
06-08-2018,6,2,8,Aug,2018,3.9,20.22,27.43,20.92,29.43,0,0,186562.5
07-08-2018,7,3,8,Aug,2018,1.2,21.04,25.41,21.68,28.31,0,0,159807.5
08-08-2018,8,4,8,Aug,2018,7.5,20.96,26.27,22.38,28.2,0,0,160245.5
09-08-2018,9,5,8,Aug,2018,0,20.99,28.2,21.69,29.45,0,0,180312.5
10-08-2018,10,6,8,Aug,2018,0,20.91,25.95,23.27,27.28,0,80,193000.5
11-08-2018,11,7,8,Aug,2018,9.3,20.8,25.09,22.27,27.37,0,42,272547
12-08-2018,12,1,8,Aug,2018,9.1,19.9,24.47,21.76,25.46,0,0,335395
13-08-2018,13,2,8,Aug,2018,6,20.19,24.73,19.02,25.14,0,0,186895.5
14-08-2018,14,3,8,Aug,2018,7.9,20.97,25.54,21.22,27.92,0,0,169165
15-08-2018,15,4,8,Aug,2018,6.6,21.05,25.95,21.27,28.75,1,0,297103
16-08-2018,16,5,8,Aug,2018,8.4,20.97,25.41,20.58,25.89,0,0,175661.5
17-08-2018,17,6,8,Aug,2018,1.2,21.03,27.38,22.53,28.06,0,0,215218
18-08-2018,18,7,8,Aug,2018,2,21.31,27.4,22.34,26.91,0,45,254815.5
19-08-2018,19,1,8,Aug,2018,1.8,20.7,26.95,21.87,26.86,0,0,325520.5
20-08-2018,20,2,8,Aug,2018,0,21.01,26.95,20.9,26.86,0,0,167092
21-08-2018,21,3,8,Aug,2018,0,20.35,28.24,21.56,27.6,0,0,173950
22-08-2018,22,4,8,Aug,2018,0,21.17,27.8,23.56,28.36,1,0,239458.5
23-08-2018,23,5,8,Aug,2018,0,20.66,27.9,21.46,28.73,0,0,188971
24-08-2018,24,6,8,Aug,2018,3.9,20.37,27.36,22.88,29.07,0,44,175537
25-08-2018,25,7,8,Aug,2018,0,20.87,28.26,21.36,30.87,0,46,228864
26-08-2018,26,1,8,Aug,2018,1.8,19.96,27.78,22.28,29.46,0,0,273292
27-08-2018,27,2,8,Aug,2018,0,20.25,26.2,22.39,27.77,0,0,164287
28-08-2018,28,3,8,Aug,2018,3.9,20.25,27.49,22.39,28.44,0,0,132402.5
29-08-2018,29,4,8,Aug,2018,0,20.81,27.98,23.36,29.2,0,0,142076
30-08-2018,30,5,8,Aug,2018,6,20.76,27.57,23.96,30.04,0,0,150246
31-08-2018,31,6,8,Aug,2018,0,20.59,28.11,20.38,29.42,0,39,169878
01-09-2018,1,7,9,Sep,2018,0,20.54,28.14,22.15,29.87,0,0,264115.5
02-09-2018,2,1,9,Sep,2018,0,20.06,29.07,21.72,29.13,0,45,319479.5
03-09-2018,3,2,9,Sep,2018,0,20.03,29.14,21.22,29.3,0,0,172525
04-09-2018,4,3,9,Sep,2018,0,20.09,29.44,21.66,29.13,0,0,157785
05-09-2018,5,4,9,Sep,2018,0,21,28.21,22.35,29.03,0,0,189236
06-09-2018,6,5,9,Sep,2018,2.55,20.93,28.34,22.4,28.19,0,0,170658
07-09-2018,7,6,9,Sep,2018,0,19.95,28.11,19.63,27.71,0,0,189779
08-09-2018,8,7,9,Sep,2018,0,20.11,28.46,21.69,28.99,0,0,283767
09-09-2018,9,1,9,Sep,2018,0,23.42,29.73,24.02,30.1,0,44,330600
10-09-2018,10,2,9,Sep,2018,0,22.4,26.24,25.78,28.38,1,0,173398.5
11-09-2018,11,3,9,Sep,2018,0,20.91,29.51,23.79,30.7,0,0,169781
12-09-2018,12,4,9,Sep,2018,1.7,21.98,30.26,24.99,31.53,0,0,180639.5
14-09-2018,14,6,9,Sep,2018,10.35,20.32,30.3,22.56,31.43,0,0,147003
15-09-2018,15,7,9,Sep,2018,4.2,21.73,29.51,24.11,31.59,0,0,210576.5
16-09-2018,16,1,9,Sep,2018,5.9,20.18,29.23,22.64,29.79,0,0,233669.5
17-09-2018,17,2,9,Sep,2018,0,20.66,28.03,21.75,30.32,0,0,162703
18-09-2018,18,3,9,Sep,2018,0,20.85,28.31,22.96,30,0,0,153847.5
19-09-2018,19,4,9,Sep,2018,0,20.42,27.98,21.78,28.84,0,0,159256.5
20-09-2018,20,5,9,Sep,2018,4.65,21.15,27.48,23.8,28.52,0,40,159852.5
21-09-2018,21,6,9,Sep,2018,0,18.84,27.61,20.18,28.68,1,0,200577
22-09-2018,22,7,9,Sep,2018,0,20.97,28.57,23.05,29.43,0,0,263361
23-09-2018,23,1,9,Sep,2018,5.85,21.59,29.04,24.4,31.21,0,0,284496.5
24-09-2018,24,2,9,Sep,2018,4.75,20.15,28.55,22.91,30.89,0,0,149694.5
25-09-2018,25,3,9,Sep,2018,5.1,21.21,29.4,23.72,31.17,0,0,135102
26-09-2018,26,4,9,Sep,2018,4.65,20.79,29.32,23.69,31.63,0,0,141666.5
27-09-2018,27,5,9,Sep,2018,2.85,22.03,28.53,24.88,30.74,0,0,156148.5
28-09-2018,28,6,9,Sep,2018,5.3,22.1,29.03,24.86,30.58,0,0,163166
29-09-2018,29,7,9,Sep,2018,0,22.78,29.26,26.02,31.11,0,43,281342.5
30-09-2018,30,1,9,Sep,2018,1.8,21.84,30.14,24.7,32.05,0,47,294124
01-10-2018,1,2,10,Oct,2018,2.1,21.81,29.47,24.93,31.67,0,0,182214.5
02-10-2018,2,3,10,Oct,2018,0,21.94,29.39,24.64,31.19,1,43,295106
03-10-2018,3,4,10,Oct,2018,7.2,21.78,29.38,24.88,31.28,0,41,135330.5
04-10-2018,4,5,10,Oct,2018,5.7,20.93,24.47,22.58,27.4,0,0,142240
05-10-2018,5,6,10,Oct,2018,4.9,21,26.35,23.64,28.9,0,0,180333
06-10-2018,6,7,10,Oct,2018,5.6,20.98,26.49,23.78,29.64,0,0,248901.5
07-10-2018,7,1,10,Oct,2018,0,21.26,29,24.05,29.79,0,48,320054
08-10-2018,8,2,10,Oct,2018,2.1,21.14,28.87,23.95,29.7,1,0,168504
09-10-2018,9,3,10,Oct,2018,-0.25,19.33,28.92,22.34,29.6,0,0,178398.5
10-10-2018,10,4,10,Oct,2018,0,19.02,28.79,18.24,29.13,0,0,184489
11-10-2018,11,5,10,Oct,2018,0,19.39,29.91,20.98,30.76,0,0,189205.5
12-10-2018,12,6,10,Oct,2018,0,20.09,30.05,21.19,29.97,0,0,196554
13-10-2018,13,7,10,Oct,2018,0,21.95,30.83,23.89,31.7,0,89,259238
14-10-2018,14,1,10,Oct,2018,3.6,20.96,29.45,23.69,31.78,0,0,288452.5
15-10-2018,15,2,10,Oct,2018,5.2,21.24,28.52,23.1,31.78,0,0,180431
16-10-2018,16,3,10,Oct,2018,2.3,21.01,28.2,23.55,29.94,0,0,180053.5
17-10-2018,17,4,10,Oct,2018,4.65,20.01,28.31,22.3,30.98,0,42,167108.5
18-10-2018,18,5,10,Oct,2018,3.1,20.63,27.99,23.21,29.4,1,0,246360
19-10-2018,19,6,10,Oct,2018,1.8,20.1,28.3,23.01,30.81,1,0,302037.5
20-10-2018,20,7,10,Oct,2018,0,20.82,28.08,21.87,28.65,0,0,277029
21-10-2018,21,1,10,Oct,2018,0,18.91,26.57,19.1,28.04,0,0,253646.5
22-10-2018,22,2,10,Oct,2018,-0.25,17.98,28.75,19.31,27.19,0,0,170119
23-10-2018,23,3,10,Oct,2018,-0.25,17.13,29.77,18.44,27.97,0,0,161731.5
24-10-2018,24,4,10,Oct,2018,-0.5,17.38,29.78,19.53,28.86,1,0,178743
25-10-2018,25,5,10,Oct,2018,-0.5,18.23,29.02,20.77,28.3,0,0,163587
26-10-2018,26,6,10,Oct,2018,0,18.15,28.55,19.19,28.51,0,38,173628.5
27-10-2018,27,7,10,Oct,2018,0,16.37,28.57,17.8,27.21,0,0,258152.5
28-10-2018,28,1,10,Oct,2018,0,16.84,28.76,15.19,26.7,0,0,288976.5
29-10-2018,29,2,10,Oct,2018,0,16,28.55,13.93,27.32,0,33,157179.5
30-10-2018,30,3,10,Oct,2018,0,18.28,29.3,19.98,29.69,0,36,159389
31-10-2018,31,4,10,Oct,2018,0,20.11,29.49,22.39,30.62,0,0,158104
01-11-2018,1,5,11,Nov,2018,0,20.04,28.51,21.28,29.19,1,0,296382
02-11-2018,2,6,11,Nov,2018,0,20.56,27.71,22.6,29.86,0,0,189035.5
03-11-2018,3,7,11,Nov,2018,2.4,19.81,26.96,21.45,28.16,0,0,258257.5
04-11-2018,4,1,11,Nov,2018,0,20.28,28.25,21.62,29.24,0,0,287088.5
05-11-2018,5,2,11,Nov,2018,0,19.59,28.94,20.97,28.75,0,0,216790
06-11-2018,6,3,11,Nov,2018,0,19.42,28.61,21.64,28.88,1,0,226819
07-11-2018,7,4,11,Nov,2018,0,15.57,29.24,14.95,27.53,0,48,297658.5
08-11-2018,8,5,11,Nov,2018,0,17.09,29.03,18.04,28.97,1,0,319554.5
09-11-2018,9,6,11,Nov,2018,0,17.39,29.21,18.32,28.64,0,0,196491
10-11-2018,10,7,11,Nov,2018,-0.25,16.87,29.05,18.5,28.13,0,0,252724.5
11-11-2018,11,1,11,Nov,2018,0,16.85,28.82,16.83,27.51,0,0,305470
12-11-2018,12,2,11,Nov,2018,0,15.7,28.76,14.51,27.84,1,0,194844.5
13-11-2018,13,3,11,Nov,2018,0,14.76,29.08,12.79,27.69,0,0,169486
14-11-2018,14,4,11,Nov,2018,0,15.87,29.55,14.75,28.11,0,0,181991.5
15-11-2018,15,5,11,Nov,2018,0,20.53,26.81,22.3,28.95,0,0,167027.5
16-11-2018,16,6,11,Nov,2018,-0.75,19.17,26.04,20.68,27.44,0,0,182622.5
17-11-2018,17,7,11,Nov,2018,-1,20.38,29.59,23.18,28.57,0,0,272094
18-11-2018,18,1,11,Nov,2018,1.4,20.52,30.02,22.22,29.56,0,0,323237
19-11-2018,19,2,11,Nov,2018,0.9,19.79,29.04,21.7,28.79,0,0,169153.5
20-11-2018,20,3,11,Nov,2018,-0.75,19.24,29.97,21.01,29.02,0,0,164692
21-11-2018,21,4,11,Nov,2018,0.7,20.03,25.89,20.07,24.53,1,0,201726.5
22-11-2018,22,5,11,Nov,2018,0.65,20.25,23.35,19.98,24.24,0,0,172798
23-11-2018,23,6,11,Nov,2018,7.8,19.95,23.38,22.46,25.78,0,0,157735
24-11-2018,24,7,11,Nov,2018,0,19.18,27.1,21.28,29.12,0,0,244471
25-11-2018,25,1,11,Nov,2018,0,18.23,27.8,19.6,28.28,0,0,313050
26-11-2018,26,2,11,Nov,2018,-0.75,17.42,27.63,18.27,27.43,1,0,214434
27-11-2018,27,3,11,Nov,2018,0,15.51,26.15,15.22,26.25,0,0,180240
28-11-2018,28,4,11,Nov,2018,-0.5,18.06,27.34,19.83,27.31,0,0,188794.5
29-11-2018,29,5,11,Nov,2018,0,19.13,27.01,18.92,28.53,0,0,175271.5
30-11-2018,30,6,11,Nov,2018,0,18.73,28.07,20.29,28.14,0,0,208850.5
01-12-2018,1,7,12,Dec,2018,0,15.84,27.48,14.81,26.09,0,0,289890
02-12-2018,2,1,12,Dec,2018,0,19.08,27.06,19.72,25.25,0,0,381942.5
03-12-2018,3,2,12,Dec,2018,-0.25,18.14,26.48,19.88,26.55,0,0,236578.5
04-12-2018,4,3,12,Dec,2018,4.2,20.39,25.05,22.94,27.27,0,40,229890.5
05-12-2018,5,4,12,Dec,2018,0,20.84,28.02,22.58,28.53,0,41,198618
06-12-2018,6,5,12,Dec,2018,0,20.21,27.97,22.45,29.83,0,0,187159
07-12-2018,7,6,12,Dec,2018,0,18.77,27.61,18.76,28.74,0,0,210882.5
08-12-2018,8,7,12,Dec,2018,-0.75,19.24,27.46,19.94,28.13,0,44,288028.5
09-12-2018,9,1,12,Dec,2018,-0.25,19.05,29.13,19.6,27.93,0,47,284857.5
10-12-2018,10,2,12,Dec,2018,-1.5,18.03,28.55,19.12,28.68,0,0,175066
11-12-2018,11,3,12,Dec,2018,0,19.05,28.27,19.86,29.92,0,0,155425
12-12-2018,12,4,12,Dec,2018,-0.25,19,29.08,19.95,29.67,0,0,153948.5
13-12-2018,13,5,12,Dec,2018,0,19.16,27.5,20.36,28.79,0,0,198587
14-12-2018,14,6,12,Dec,2018,0,17.76,28.25,19.02,27.59,0,38,176839.5
15-12-2018,15,7,12,Dec,2018,0,16.88,27.06,16.61,25.48,0,44,272042
16-12-2018,16,1,12,Dec,2018,0,15.99,24.44,15.73,23.25,0,93,302320
17-12-2018,17,2,12,Dec,2018,0,14.62,25.19,14.47,23.62,0,0,187264.5
18-12-2018,18,3,12,Dec,2018,0,15.7,26.61,15.7,25.75,0,0,176730.5
19-12-2018,19,4,12,Dec,2018,0,17.88,26.48,18.64,27.75,0,41,153149
20-12-2018,20,5,12,Dec,2018,0,18.3,27.28,19.69,27.35,0,0,195144.5
21-12-2018,21,6,12,Dec,2018,0,18.71,27.78,20.26,28.11,0,0,184425
22-12-2018,22,7,12,Dec,2018,0,20.79,28.6,21.35,28.44,0,0,263228
23-12-2018,23,1,12,Dec,2018,0,18.81,27.49,19.77,28.14,0,0,288603.5
24-12-2018,24,2,12,Dec,2018,0,18.82,28.54,20.2,28.59,0,0,223417.5
25-12-2018,25,3,12,Dec,2018,0,18.09,28.68,19.2,28.67,1,0,263185.5
26-12-2018,26,4,12,Dec,2018,0,19.17,29.65,20.68,28.69,0,0,180735.5
27-12-2018,27,5,12,Dec,2018,0,19.76,28.95,20.32,29.46,0,0,184003
28-12-2018,28,6,12,Dec,2018,2.4,19.93,27.4,22.28,27.74,0,0,198554.5
29-12-2018,29,7,12,Dec,2018,0,17.6,25.81,17.5,26.91,0,0,258100
30-12-2018,30,1,12,Dec,2018,0,16.52,25.73,16.37,25.47,0,0,284166.5
31-12-2018,31,2,12,Dec,2018,0,14.66,26,14.12,23.71,0,0,271192
01-01-2019,1,3,1,Jan,2019,0,13.03,26.79,12.04,23.17,0,0,404257.5
02-01-2019,2,4,1,Jan,2019,0,13.2,26.44,12.4,24.03,0,0,152887.5
03-01-2019,3,5,1,Jan,2019,0,12.56,27.55,11.26,24.14,0,0,177151
04-01-2019,4,6,1,Jan,2019,0,13.24,27.26,12.45,25.43,0,52,166832.5
05-01-2019,5,7,1,Jan,2019,0,14.24,26.96,13.47,25.47,0,0,285012
06-01-2019,6,1,1,Jan,2019,0,14.52,27.06,14.18,25.31,0,0,292292.5
07-01-2019,7,2,1,Jan,2019,0,15.17,27.68,14.96,26.15,0,0,185139
08-01-2019,8,3,1,Jan,2019,0,13.47,27.54,12.18,24.96,0,0,153325
09-01-2019,9,4,1,Jan,2019,0,13.4,28.96,12.24,26.49,0,0,156544.5
10-01-2019,10,5,1,Jan,2019,0,15.16,27.83,13.65,26.43,0,0,198468
11-01-2019,11,6,1,Jan,2019,0,15.67,28.3,14.83,26.85,0,0,195325
12-01-2019,12,7,1,Jan,2019,0,15.48,27.35,14.77,25.41,0,0,283749
13-01-2019,13,1,1,Jan,2019,0,15.25,28.43,13.48,26.5,0,0,302962
14-01-2019,14,2,1,Jan,2019,0,14.24,27.8,13.18,26.4,0,54,208488
15-01-2019,15,3,1,Jan,2019,0,14.12,27.83,12.71,25.86,1,0,250804
16-01-2019,16,4,1,Jan,2019,0,15.09,27.81,15.02,25.22,0,0,154657
17-01-2019,17,5,1,Jan,2019,0,17.58,27.88,16.94,25.37,0,0,184906.5
18-01-2019,18,6,1,Jan,2019,0,15.03,27.58,14.61,24.91,0,51,176369.5
19-01-2019,19,7,1,Jan,2019,0,14.51,29.02,12.75,26.21,0,0,280723.5
20-01-2019,20,1,1,Jan,2019,0,14.33,27.27,13.5,24.65,0,0,279466
21-01-2019,21,2,1,Jan,2019,-0.5,13.54,28.06,14.3,25.69,0,0,163815
22-01-2019,22,3,1,Jan,2019,0,15.78,27.98,15.57,26.19,0,51,194079
23-01-2019,23,4,1,Jan,2019,0,18.17,28.22,18.9,27.38,0,0,154014.5
24-01-2019,24,5,1,Jan,2019,0,18.3,29.16,18.09,28.85,0,0,174275
25-01-2019,25,6,1,Jan,2019,0,19.92,28.63,21.35,28.44,0,50,190152
26-01-2019,26,7,1,Jan,2019,0,20.16,28.21,21.48,28.29,1,0,281348
27-01-2019,27,1,1,Jan,2019,0,19.41,27.08,20.41,27.69,0,0,265957.5
28-01-2019,28,2,1,Jan,2019,0,18.24,26.86,18.63,27.63,0,0,175193
29-01-2019,29,3,1,Jan,2019,0,17.83,26.04,18.58,26.09,0,0,156112.5
30-01-2019,30,4,1,Jan,2019,0,17.4,27.42,17.69,25.98,0,0,152754
31-01-2019,31,5,1,Jan,2019,0,16.82,26.26,17.17,24.47,0,0,174612
01-02-2019,1,6,2,Feb,2019,0,17.77,26.58,18.19,25.42,0,0,180901
02-02-2019,2,7,2,Feb,2019,0,18.08,27.75,18.28,27.58,0,56,276093.5
03-02-2019,3,1,2,Feb,2019,0,18.72,27.8,18.8,28.09,0,0,278459.5
04-02-2019,4,2,2,Feb,2019,0,20.86,28.45,22.06,28.09,0,51,209735.5
05-02-2019,5,3,2,Feb,2019,0,19.13,28.47,18.21,28.94,0,0,165535
06-02-2019,6,4,2,Feb,2019,0,19.01,29.13,18.53,29.25,0,0,176652
07-02-2019,7,5,2,Feb,2019,0,20.04,29.48,21.24,30.43,0,0,168070.5
08-02-2019,8,6,2,Feb,2019,0,22.27,31.03,22.97,31.31,0,0,205094
09-02-2019,9,7,2,Feb,2019,2.85,21.31,29.86,23.82,31.25,0,56,227885
10-02-2019,10,1,2,Feb,2019,0,22.11,28.73,24.51,30.01,0,59,282856.5
11-02-2019,11,2,2,Feb,2019,0,19.53,27.85,20.26,27.93,0,0,186143
12-02-2019,12,3,2,Feb,2019,0,19.57,27.95,21.39,26.94,0,50,164223.5
13-02-2019,13,4,2,Feb,2019,0,18.9,28.58,19.38,27.52,0,0,168904
14-02-2019,14,5,2,Feb,2019,0,19.13,29.34,20.67,28.14,0,0,234319.5
15-02-2019,15,6,2,Feb,2019,0,21.18,30.48,22.59,30.94,0,0,160510.5
16-02-2019,16,7,2,Feb,2019,0,21.27,30.94,22.43,31.39,0,0,273556.5
17-02-2019,17,1,2,Feb,2019,0,20.71,31.53,19.5,30.79,0,0,266490
18-02-2019,18,2,2,Feb,2019,0,22.22,32.1,24.08,31.19,0,0,175175
19-02-2019,19,3,2,Feb,2019,0,21.29,31.33,23.45,31.4,0,0,161613
20-02-2019,20,4,2,Feb,2019,0,19.21,31.24,19.95,30.98,0,0,137358
21-02-2019,21,5,2,Feb,2019,0,17.56,30.56,17.4,28.34,1,0,168843
22-02-2019,22,6,2,Feb,2019,0,16.34,31.42,14.94,28.64,0,0,189876.5
23-02-2019,23,7,2,Feb,2019,0,17.38,32.87,15.76,28.3,0,0,254155
24-02-2019,24,1,2,Feb,2019,0,17.96,33.05,16.58,30.07,0,0,258517.5
25-02-2019,25,2,2,Feb,2019,0,18.5,33.48,17.38,30.65,0,0,167584
26-02-2019,26,3,2,Feb,2019,0,21.19,32.99,21.35,31.6,0,0,179137.5
27-02-2019,27,4,2,Feb,2019,0,22.06,31.88,21.81,32.14,0,0,151199
28-02-2019,28,5,2,Feb,2019,0,21.07,31.84,19.88,30.67,0,0,164353
01-03-2019,1,6,3,Mar,2019,0,21.86,32.53,23.22,32.16,0,0,186316
02-03-2019,2,7,3,Mar,2019,0,20.22,30.88,21.49,31.88,0,0,246130
03-03-2019,3,1,3,Mar,2019,0,20.98,31.11,23.02,31.68,0,0,301954
04-03-2019,4,2,3,Mar,2019,3.6,24.57,32.69,26.43,33.42,0,54,181563
05-03-2019,5,3,3,Mar,2019,0,23.84,32.77,22.8,33.27,0,0,157502.5
